DateKey,Date,Day,DaySuffix,Weekday,WeekDayName,WeekDayName_Short,WeekDayName_FirstLetter,DOWInMonth,DayOfYear,WeekOfMonth,WeekOfYear,Month,MonthName,MonthName_Short,MonthName_FirstLetter,Quarter,QuarterName,Year,MMYYYY,MonthYear,IsWeekend
20161129,2016-11-29,29,th,3,Tuesday,TUE,T,29,334,5,49,11,November,NOV,N,4,fourth,2016,112016,2016NOV,0
20181205,2018-12-05,5,th,4,Wednesday,WED,W,5,339,2,49,12,December,DEC,D,4,fourth,2018,122018,2018DEC,0
20151020,2015-10-20,20,th,3,Tuesday,TUE,T,20,293,4,43,10,October,OCT,O,4,fourth,2015,102015,2015OCT,0
20141022,2014-10-22,22,nd,4,Wednesday,WED,W,22,295,4,43,10,October,OCT,O,4,fourth,2014,102014,2014OCT,0
20211108,2021-11-08,8,th,2,Monday,MON,M,8,312,2,46,11,November,NOV,N,4,fourth,2021,112021,2021NOV,0
20190625,2019-06-25,25,th,3,Tuesday,TUE,T,25,176,5,26,6,June,JUN,J,2,second,2019,62019,2019JUN,0
20191115,2019-11-15,15,th,6,Friday,FRI,F,15,319,3,46,11,November,NOV,N,4,fourth,2019,112019,2019NOV,0
20240407,2024-04-07,7,th,1,Sunday,SUN,S,7,98,2,15,4,April,APR,A,2,second,2024,42024,2024APR,1
20230716,2023-07-16,16,th,1,Sunday,SUN,S,16,197,4,29,7,July,JUL,J,3,third,2023,72023,2023JUL,1
20230910,2023-09-10,10,th,1,Sunday,SUN,S,10,253,3,37,9,September,SEP,S,3,third,2023,92023,2023SEP,1
20190220,2019-02-20,20,th,4,Wednesday,WED,W,20,51,4,8,2,February,FEB,F,1,First,2019,22019,2019FEB,0
20220214,2022-02-14,14,th,2,Monday,MON,M,14,45,3,8,2,February,FEB,F,1,First,2022,22022,2022FEB,0
20220803,2022-08-03,3,rd,4,Wednesday,WED,W,3,215,1,32,8,August,AUG,A,3,third,2022,82022,2022AUG,0
20010831,2001-08-31,31,st,6,Friday,FRI,F,31,243,5,35,8,August,AUG,A,3,third,2001,82001,2001AUG,0
20030227,2003-02-27,27,th,5,Thursday,THU,T,27,58,5,9,2,February,FEB,F,1,First,2003,22003,2003FEB,0
20011214,2001-12-14,14,th,6,Friday,FRI,F,14,348,3,50,12,December,DEC,D,4,fourth,2001,122001,2001DEC,0
20250419,2025-04-19,19,th,7,Saturday,SAT,S,19,109,3,16,4,April,APR,A,2,second,2025,42025,2025APR,1
20040901,2004-09-01,1,st,4,Wednesday,WED,W,1,245,1,36,9,September,SEP,S,3,third,2004,92004,2004SEP,0
20240715,2024-07-15,15,th,2,Monday,MON,M,15,197,3,29,7,July,JUL,J,3,third,2024,72024,2024JUL,0
20040616,2004-06-16,16,th,4,Wednesday,WED,W,16,168,3,25,6,June,JUN,J,2,second,2004,62004,2004JUN,0
20091206,2009-12-06,6,th,1,Sunday,SUN,S,6,340,2,50,12,December,DEC,D,4,fourth,2009,122009,2009DEC,1
20120422,2012-04-22,22,nd,1,Sunday,SUN,S,22,113,4,17,4,April,APR,A,2,second,2012,42012,2012APR,1
20150510,2015-05-10,10,th,1,Sunday,SUN,S,10,130,3,20,5,May,MAY,M,2,second,2015,52015,2015MAY,1
20180206,2018-02-06,6,th,3,Tuesday,TUE,T,6,37,2,6,2,February,FEB,F,1,First,2018,22018,2018FEB,0
20170709,2017-07-09,9,th,1,Sunday,SUN,S,9,190,3,28,7,July,JUL,J,3,third,2017,72017,2017JUL,1
20190624,2019-06-24,24,th,2,Monday,MON,M,24,175,5,26,6,June,JUN,J,2,second,2019,62019,2019JUN,0
20190522,2019-05-22,22,nd,4,Wednesday,WED,W,22,142,4,21,5,May,MAY,M,2,second,2019,52019,2019MAY,0
20150527,2015-05-27,27,th,4,Wednesday,WED,W,27,147,5,22,5,May,MAY,M,2,second,2015,52015,2015MAY,0
20020104,2002-01-04,4,th,6,Friday,FRI,F,4,4,1,1,1,January,JAN,J,1,First,2002,12002,2002JAN,0
20180228,2018-02-28,28,th,4,Wednesday,WED,W,28,59,5,9,2,February,FEB,F,1,First,2018,22018,2018FEB,0
20001016,2000-10-16,16,th,2,Monday,MON,M,16,290,3,43,10,October,OCT,O,4,fourth,2000,102000,2000OCT,0
20010323,2001-03-23,23,rd,6,Friday,FRI,F,23,82,4,12,3,March,MAR,M,1,First,2001,32001,2001MAR,0
20010904,2001-09-04,4,th,3,Tuesday,TUE,T,4,247,2,36,9,September,SEP,S,3,third,2001,92001,2001SEP,0
20010810,2001-08-10,10,th,6,Friday,FRI,F,10,222,2,32,8,August,AUG,A,3,third,2001,82001,2001AUG,0
20030706,2003-07-06,6,th,1,Sunday,SUN,S,6,187,2,28,7,July,JUL,J,3,third,2003,72003,2003JUL,1
20030620,2003-06-20,20,th,6,Friday,FRI,F,20,171,3,25,6,June,JUN,J,2,second,2003,62003,2003JUN,0
20040304,2004-03-04,4,th,5,Thursday,THU,T,4,64,1,10,3,March,MAR,M,1,First,2004,32004,2004MAR,0
20040121,2004-01-21,21,st,4,Wednesday,WED,W,21,21,4,4,1,January,JAN,J,1,First,2004,12004,2004JAN,0
20040528,2004-05-28,28,th,6,Friday,FRI,F,28,149,5,22,5,May,MAY,M,2,second,2004,52004,2004MAY,0
20040402,2004-04-02,2,nd,6,Friday,FRI,F,2,93,1,14,4,April,APR,A,2,second,2004,42004,2004APR,0
20060224,2006-02-24,24,th,6,Friday,FRI,F,24,55,4,8,2,February,FEB,F,1,First,2006,22006,2006FEB,0
20061015,2006-10-15,15,th,1,Sunday,SUN,S,15,288,3,42,10,October,OCT,O,4,fourth,2006,102006,2006OCT,1
20061120,2006-11-20,20,th,2,Monday,MON,M,20,324,4,47,11,November,NOV,N,4,fourth,2006,112006,2006NOV,0
20080710,2008-07-10,10,th,5,Thursday,THU,T,10,192,2,28,7,July,JUL,J,3,third,2008,72008,2008JUL,0
20061102,2006-11-02,2,nd,5,Thursday,THU,T,2,306,1,44,11,November,NOV,N,4,fourth,2006,112006,2006NOV,0
20061203,2006-12-03,3,rd,1,Sunday,SUN,S,3,337,2,49,12,December,DEC,D,4,fourth,2006,122006,2006DEC,1
20100529,2010-05-29,29,th,7,Saturday,SAT,S,29,149,5,22,5,May,MAY,M,2,second,2010,52010,2010MAY,1
20110910,2011-09-10,10,th,7,Saturday,SAT,S,10,253,2,37,9,September,SEP,S,3,third,2011,92011,2011SEP,1
20081231,2008-12-31,31,st,4,Wednesday,WED,W,31,366,5,53,12,December,DEC,D,4,fourth,2008,122008,2008DEC,0
20101103,2010-11-03,3,rd,4,Wednesday,WED,W,3,307,1,45,11,November,NOV,N,4,fourth,2010,112010,2010NOV,0
20120327,2012-03-27,27,th,3,Tuesday,TUE,T,27,87,5,13,3,March,MAR,M,1,First,2012,32012,2012MAR,0
20140423,2014-04-23,23,rd,4,Wednesday,WED,W,23,113,4,17,4,April,APR,A,2,second,2014,42014,2014APR,0
20120309,2012-03-09,9,th,6,Friday,FRI,F,9,69,2,10,3,March,MAR,M,1,First,2012,32012,2012MAR,0
20120603,2012-06-03,3,rd,1,Sunday,SUN,S,3,155,2,23,6,June,JUN,J,2,second,2012,62012,2012JUN,1
20150312,2015-03-12,12,th,5,Thursday,THU,T,12,71,2,11,3,March,MAR,M,1,First,2015,32015,2015MAR,0
20131117,2013-11-17,17,th,1,Sunday,SUN,S,17,321,4,47,11,November,NOV,N,4,fourth,2013,112013,2013NOV,1
20120916,2012-09-16,16,th,1,Sunday,SUN,S,16,260,4,38,9,September,SEP,S,3,third,2012,92012,2012SEP,1
20131231,2013-12-31,31,st,3,Tuesday,TUE,T,31,365,5,53,12,December,DEC,D,4,fourth,2013,122013,2013DEC,0
20151025,2015-10-25,25,th,1,Sunday,SUN,S,25,298,5,44,10,October,OCT,O,4,fourth,2015,102015,2015OCT,1
20200809,2020-08-09,9,th,1,Sunday,SUN,S,9,222,3,33,8,August,AUG,A,3,third,2020,82020,2020AUG,1
20151002,2015-10-02,2,nd,6,Friday,FRI,F,2,275,1,40,10,October,OCT,O,4,fourth,2015,102015,2015OCT,0
20181023,2018-10-23,23,rd,3,Tuesday,TUE,T,23,296,4,43,10,October,OCT,O,4,fourth,2018,102018,2018OCT,0
20170708,2017-07-08,8,th,7,Saturday,SAT,S,8,189,2,27,7,July,JUL,J,3,third,2017,72017,2017JUL,1
20140109,2014-01-09,9,th,5,Thursday,THU,T,9,9,2,2,1,January,JAN,J,1,First,2014,12014,2014JAN,0
20200326,2020-03-26,26,th,5,Thursday,THU,T,26,86,4,13,3,March,MAR,M,1,First,2020,32020,2020MAR,0
20180921,2018-09-21,21,st,6,Friday,FRI,F,21,264,4,38,9,September,SEP,S,3,third,2018,92018,2018SEP,0
20200928,2020-09-28,28,th,2,Monday,MON,M,28,272,5,40,9,September,SEP,S,3,third,2020,92020,2020SEP,0
20211008,2021-10-08,8,th,6,Friday,FRI,F,8,281,2,41,10,October,OCT,O,4,fourth,2021,102021,2021OCT,0
20221017,2022-10-17,17,th,2,Monday,MON,M,17,290,4,43,10,October,OCT,O,4,fourth,2022,102022,2022OCT,0
20230201,2023-02-01,1,st,4,Wednesday,WED,W,1,32,1,5,2,February,FEB,F,1,First,2023,22023,2023FEB,0
20171218,2017-12-18,18,th,2,Monday,MON,M,18,352,4,51,12,December,DEC,D,4,fourth,2017,122017,2017DEC,0
20210923,2021-09-23,23,rd,5,Thursday,THU,T,23,266,4,39,9,September,SEP,S,3,third,2021,92021,2021SEP,0
20240928,2024-09-28,28,th,7,Saturday,SAT,S,28,272,4,39,9,September,SEP,S,3,third,2024,92024,2024SEP,1
20000523,2000-05-23,23,rd,3,Tuesday,TUE,T,23,144,4,22,5,May,MAY,M,2,second,2000,52000,2000MAY,0
20011117,2001-11-17,17,th,7,Saturday,SAT,S,17,321,3,46,11,November,NOV,N,4,fourth,2001,112001,2001NOV,1
20230827,2023-08-27,27,th,1,Sunday,SUN,S,27,239,5,35,8,August,AUG,A,3,third,2023,82023,2023AUG,1
20041205,2004-12-05,5,th,1,Sunday,SUN,S,5,340,2,50,12,December,DEC,D,4,fourth,2004,122004,2004DEC,1
20001019,2000-10-19,19,th,5,Thursday,THU,T,19,293,3,43,10,October,OCT,O,4,fourth,2000,102000,2000OCT,0
20020623,2002-06-23,23,rd,1,Sunday,SUN,S,23,174,5,26,6,June,JUN,J,2,second,2002,62002,2002JUN,1
20040507,2004-05-07,7,th,6,Friday,FRI,F,7,128,2,19,5,May,MAY,M,2,second,2004,52004,2004MAY,0
20060304,2006-03-04,4,th,7,Saturday,SAT,S,4,63,1,9,3,March,MAR,M,1,First,2006,32006,2006MAR,1
20110819,2011-08-19,19,th,6,Friday,FRI,F,19,231,3,34,8,August,AUG,A,3,third,2011,82011,2011AUG,0
20131015,2013-10-15,15,th,3,Tuesday,TUE,T,15,288,3,42,10,October,OCT,O,4,fourth,2013,102013,2013OCT,0
20170714,2017-07-14,14,th,6,Friday,FRI,F,14,195,3,28,7,July,JUL,J,3,third,2017,72017,2017JUL,0
20200223,2020-02-23,23,rd,1,Sunday,SUN,S,23,54,5,9,2,February,FEB,F,1,First,2020,22020,2020FEB,1
20190308,2019-03-08,8,th,6,Friday,FRI,F,8,67,2,10,3,March,MAR,M,1,First,2019,32019,2019MAR,0
20201114,2020-11-14,14,th,7,Saturday,SAT,S,14,319,2,46,11,November,NOV,N,4,fourth,2020,112020,2020NOV,1
20200921,2020-09-21,21,st,2,Monday,MON,M,21,265,4,39,9,September,SEP,S,3,third,2020,92020,2020SEP,0
20220707,2022-07-07,7,th,5,Thursday,THU,T,7,188,2,28,7,July,JUL,J,3,third,2022,72022,2022JUL,0
20211124,2021-11-24,24,th,4,Wednesday,WED,W,24,328,4,48,11,November,NOV,N,4,fourth,2021,112021,2021NOV,0
20000211,2000-02-11,11,th,6,Friday,FRI,F,11,42,2,7,2,February,FEB,F,1,First,2000,22000,2000FEB,0
20010902,2001-09-02,2,nd,1,Sunday,SUN,S,2,245,2,36,9,September,SEP,S,3,third,2001,92001,2001SEP,1
20020719,2002-07-19,19,th,6,Friday,FRI,F,19,200,3,29,7,July,JUL,J,3,third,2002,72002,2002JUL,0
20021223,2002-12-23,23,rd,2,Monday,MON,M,23,357,4,52,12,December,DEC,D,4,fourth,2002,122002,2002DEC,0
20021001,2002-10-01,1,st,3,Tuesday,TUE,T,1,274,1,40,10,October,OCT,O,4,fourth,2002,102002,2002OCT,0
20021014,2002-10-14,14,th,2,Monday,MON,M,14,287,3,42,10,October,OCT,O,4,fourth,2002,102002,2002OCT,0
20030807,2003-08-07,7,th,5,Thursday,THU,T,7,219,2,32,8,August,AUG,A,3,third,2003,82003,2003AUG,0
20030329,2003-03-29,29,th,7,Saturday,SAT,S,29,88,5,13,3,March,MAR,M,1,First,2003,32003,2003MAR,1
20040512,2004-05-12,12,th,4,Wednesday,WED,W,12,133,3,20,5,May,MAY,M,2,second,2004,52004,2004MAY,0
20040715,2004-07-15,15,th,5,Thursday,THU,T,15,197,3,29,7,July,JUL,J,3,third,2004,72004,2004JUL,0
20040920,2004-09-20,20,th,2,Monday,MON,M,20,264,4,39,9,September,SEP,S,3,third,2004,92004,2004SEP,0
20091123,2009-11-23,23,rd,2,Monday,MON,M,23,327,4,48,11,November,NOV,N,4,fourth,2009,112009,2009NOV,0
20060726,2006-07-26,26,th,4,Wednesday,WED,W,26,207,5,30,7,July,JUL,J,3,third,2006,72006,2006JUL,0
20070813,2007-08-13,13,th,2,Monday,MON,M,13,225,3,33,8,August,AUG,A,3,third,2007,82007,2007AUG,0
20070817,2007-08-17,17,th,6,Friday,FRI,F,17,229,3,33,8,August,AUG,A,3,third,2007,82007,2007AUG,0
20061002,2006-10-02,2,nd,2,Monday,MON,M,2,275,1,40,10,October,OCT,O,4,fourth,2006,102006,2006OCT,0
20090223,2009-02-23,23,rd,2,Monday,MON,M,23,54,4,9,2,February,FEB,F,1,First,2009,22009,2009FEB,0
20100512,2010-05-12,12,th,4,Wednesday,WED,W,12,132,3,20,5,May,MAY,M,2,second,2010,52010,2010MAY,0
20100804,2010-08-04,4,th,4,Wednesday,WED,W,4,216,1,32,8,August,AUG,A,3,third,2010,82010,2010AUG,0
20100723,2010-07-23,23,rd,6,Friday,FRI,F,23,204,4,30,7,July,JUL,J,3,third,2010,72010,2010JUL,0
20130521,2013-05-21,21,st,3,Tuesday,TUE,T,21,141,4,21,5,May,MAY,M,2,second,2013,52013,2013MAY,0
20110321,2011-03-21,21,st,2,Monday,MON,M,21,80,4,13,3,March,MAR,M,1,First,2011,32011,2011MAR,0
20120306,2012-03-06,6,th,3,Tuesday,TUE,T,6,66,2,10,3,March,MAR,M,1,First,2012,32012,2012MAR,0
20150721,2015-07-21,21,st,3,Tuesday,TUE,T,21,202,4,30,7,July,JUL,J,3,third,2015,72015,2015JUL,0
20160913,2016-09-13,13,th,3,Tuesday,TUE,T,13,257,3,38,9,September,SEP,S,3,third,2016,92016,2016SEP,0
20120123,2012-01-23,23,rd,2,Monday,MON,M,23,23,4,4,1,January,JAN,J,1,First,2012,12012,2012JAN,0
20140803,2014-08-03,3,rd,1,Sunday,SUN,S,3,215,2,32,8,August,AUG,A,3,third,2014,82014,2014AUG,1
20160523,2016-05-23,23,rd,2,Monday,MON,M,23,144,4,22,5,May,MAY,M,2,second,2016,52016,2016MAY,0
20141231,2014-12-31,31,st,4,Wednesday,WED,W,31,365,5,53,12,December,DEC,D,4,fourth,2014,122014,2014DEC,0
20171227,2017-12-27,27,th,4,Wednesday,WED,W,27,361,5,52,12,December,DEC,D,4,fourth,2017,122017,2017DEC,0
20151202,2015-12-02,2,nd,4,Wednesday,WED,W,2,336,1,49,12,December,DEC,D,4,fourth,2015,122015,2015DEC,0
20170613,2017-06-13,13,th,3,Tuesday,TUE,T,13,164,3,24,6,June,JUN,J,2,second,2017,62017,2017JUN,0
20170216,2017-02-16,16,th,5,Thursday,THU,T,16,47,3,7,2,February,FEB,F,1,First,2017,22017,2017FEB,0
20180101,2018-01-01,1,st,2,Monday,MON,M,1,1,1,1,1,January,JAN,J,1,First,2018,12018,2018JAN,0
20180406,2018-04-06,6,th,6,Friday,FRI,F,6,96,1,14,4,April,APR,A,2,second,2018,42018,2018APR,0
20190814,2019-08-14,14,th,4,Wednesday,WED,W,14,226,3,33,8,August,AUG,A,3,third,2019,82019,2019AUG,0
20220620,2022-06-20,20,th,2,Monday,MON,M,20,171,4,26,6,June,JUN,J,2,second,2022,62022,2022JUN,0
20200101,2020-01-01,1,st,4,Wednesday,WED,W,1,1,1,1,1,January,JAN,J,1,First,2020,12020,2020JAN,0
20180508,2018-05-08,8,th,3,Tuesday,TUE,T,8,128,2,19,5,May,MAY,M,2,second,2018,52018,2018MAY,0
20220109,2022-01-09,9,th,1,Sunday,SUN,S,9,9,3,3,1,January,JAN,J,1,First,2022,12022,2022JAN,1
20211004,2021-10-04,4,th,2,Monday,MON,M,4,277,2,41,10,October,OCT,O,4,fourth,2021,102021,2021OCT,0
20220225,2022-02-25,25,th,6,Friday,FRI,F,25,56,4,9,2,February,FEB,F,1,First,2022,22022,2022FEB,0
20210723,2021-07-23,23,rd,6,Friday,FRI,F,23,204,4,30,7,July,JUL,J,3,third,2021,72021,2021JUL,0
20250114,2025-01-14,14,th,3,Tuesday,TUE,T,14,14,3,3,1,January,JAN,J,1,First,2025,12025,2025JAN,0
20250322,2025-03-22,22,nd,7,Saturday,SAT,S,22,81,4,12,3,March,MAR,M,1,First,2025,32025,2025MAR,1
20250406,2025-04-06,6,th,1,Sunday,SUN,S,6,96,2,15,4,April,APR,A,2,second,2025,42025,2025APR,1
20040708,2004-07-08,8,th,5,Thursday,THU,T,8,190,2,28,7,July,JUL,J,3,third,2004,72004,2004JUL,0
20041018,2004-10-18,18,th,2,Monday,MON,M,18,292,4,43,10,October,OCT,O,4,fourth,2004,102004,2004OCT,0
20071001,2007-10-01,1,st,2,Monday,MON,M,1,274,1,40,10,October,OCT,O,4,fourth,2007,102007,2007OCT,0
20070309,2007-03-09,9,th,6,Friday,FRI,F,9,68,2,10,3,March,MAR,M,1,First,2007,32007,2007MAR,0
20050226,2005-02-26,26,th,7,Saturday,SAT,S,26,57,4,9,2,February,FEB,F,1,First,2005,22005,2005FEB,1
20070329,2007-03-29,29,th,5,Thursday,THU,T,29,88,5,13,3,March,MAR,M,1,First,2007,32007,2007MAR,0
20121031,2012-10-31,31,st,4,Wednesday,WED,W,31,305,5,44,10,October,OCT,O,4,fourth,2012,102012,2012OCT,0
20150830,2015-08-30,30,th,1,Sunday,SUN,S,30,242,6,36,8,August,AUG,A,3,third,2015,82015,2015AUG,1
20190510,2019-05-10,10,th,6,Friday,FRI,F,10,130,2,19,5,May,MAY,M,2,second,2019,52019,2019MAY,0
20211208,2021-12-08,8,th,4,Wednesday,WED,W,8,342,2,50,12,December,DEC,D,4,fourth,2021,122021,2021DEC,0
20200905,2020-09-05,5,th,7,Saturday,SAT,S,5,249,1,36,9,September,SEP,S,3,third,2020,92020,2020SEP,1
20220826,2022-08-26,26,th,6,Friday,FRI,F,26,238,4,35,8,August,AUG,A,3,third,2022,82022,2022AUG,0
20200418,2020-04-18,18,th,7,Saturday,SAT,S,18,109,3,16,4,April,APR,A,2,second,2020,42020,2020APR,1
20240627,2024-06-27,27,th,5,Thursday,THU,T,27,179,5,26,6,June,JUN,J,2,second,2024,62024,2024JUN,0
20000227,2000-02-27,27,th,1,Sunday,SUN,S,27,58,5,10,2,February,FEB,F,1,First,2000,22000,2000FEB,1
20000913,2000-09-13,13,th,4,Wednesday,WED,W,13,257,3,38,9,September,SEP,S,3,third,2000,92000,2000SEP,0
20020610,2002-06-10,10,th,2,Monday,MON,M,10,161,3,24,6,June,JUN,J,2,second,2002,62002,2002JUN,0
20011118,2001-11-18,18,th,1,Sunday,SUN,S,18,322,4,47,11,November,NOV,N,4,fourth,2001,112001,2001NOV,1
20010626,2001-06-26,26,th,3,Tuesday,TUE,T,26,177,5,26,6,June,JUN,J,2,second,2001,62001,2001JUN,0
20040102,2004-01-02,2,nd,6,Friday,FRI,F,2,2,1,1,1,January,JAN,J,1,First,2004,12004,2004JAN,0
20051202,2005-12-02,2,nd,6,Friday,FRI,F,2,336,1,49,12,December,DEC,D,4,fourth,2005,122005,2005DEC,0
20030714,2003-07-14,14,th,2,Monday,MON,M,14,195,3,29,7,July,JUL,J,3,third,2003,72003,2003JUL,0
20031229,2003-12-29,29,th,2,Monday,MON,M,29,363,5,53,12,December,DEC,D,4,fourth,2003,122003,2003DEC,0
20050502,2005-05-02,2,nd,2,Monday,MON,M,2,122,1,19,5,May,MAY,M,2,second,2005,52005,2005MAY,0
20060621,2006-06-21,21,st,4,Wednesday,WED,W,21,172,4,25,6,June,JUN,J,2,second,2006,62006,2006JUN,0
20060511,2006-05-11,11,th,5,Thursday,THU,T,11,131,2,19,5,May,MAY,M,2,second,2006,52006,2006MAY,0
20070213,2007-02-13,13,th,3,Tuesday,TUE,T,13,44,3,7,2,February,FEB,F,1,First,2007,22007,2007FEB,0
20060714,2006-07-14,14,th,6,Friday,FRI,F,14,195,3,28,7,July,JUL,J,3,third,2006,72006,2006JUL,0
20070306,2007-03-06,6,th,3,Tuesday,TUE,T,6,65,2,10,3,March,MAR,M,1,First,2007,32007,2007MAR,0
20090814,2009-08-14,14,th,6,Friday,FRI,F,14,226,3,33,8,August,AUG,A,3,third,2009,82009,2009AUG,0
20090325,2009-03-25,25,th,4,Wednesday,WED,W,25,84,4,13,3,March,MAR,M,1,First,2009,32009,2009MAR,0
20110118,2011-01-18,18,th,3,Tuesday,TUE,T,18,18,4,4,1,January,JAN,J,1,First,2011,12011,2011JAN,0
20100909,2010-09-09,9,th,5,Thursday,THU,T,9,252,2,37,9,September,SEP,S,3,third,2010,92010,2010SEP,0
20090506,2009-05-06,6,th,4,Wednesday,WED,W,6,126,2,19,5,May,MAY,M,2,second,2009,52009,2009MAY,0
20090228,2009-02-28,28,th,7,Saturday,SAT,S,28,59,4,9,2,February,FEB,F,1,First,2009,22009,2009FEB,1
20130218,2013-02-18,18,th,2,Monday,MON,M,18,49,4,8,2,February,FEB,F,1,First,2013,22013,2013FEB,0
20140319,2014-03-19,19,th,4,Wednesday,WED,W,19,78,4,12,3,March,MAR,M,1,First,2014,32014,2014MAR,0
20121218,2012-12-18,18,th,3,Tuesday,TUE,T,18,353,4,51,12,December,DEC,D,4,fourth,2012,122012,2012DEC,0
20150517,2015-05-17,17,th,1,Sunday,SUN,S,17,137,4,21,5,May,MAY,M,2,second,2015,52015,2015MAY,1
20150901,2015-09-01,1,st,3,Tuesday,TUE,T,1,244,1,36,9,September,SEP,S,3,third,2015,92015,2015SEP,0
20170201,2017-02-01,1,st,4,Wednesday,WED,W,1,32,1,5,2,February,FEB,F,1,First,2017,22017,2017FEB,0
20140705,2014-07-05,5,th,7,Saturday,SAT,S,5,186,1,27,7,July,JUL,J,3,third,2014,72014,2014JUL,1
20150731,2015-07-31,31,st,6,Friday,FRI,F,31,212,5,31,7,July,JUL,J,3,third,2015,72015,2015JUL,0
20171002,2017-10-02,2,nd,2,Monday,MON,M,2,275,1,40,10,October,OCT,O,4,fourth,2017,102017,2017OCT,0
20190306,2019-03-06,6,th,4,Wednesday,WED,W,6,65,2,10,3,March,MAR,M,1,First,2019,32019,2019MAR,0
20140628,2014-06-28,28,th,7,Saturday,SAT,S,28,179,4,26,6,June,JUN,J,2,second,2014,62014,2014JUN,1
20151203,2015-12-03,3,rd,5,Thursday,THU,T,3,337,1,49,12,December,DEC,D,4,fourth,2015,122015,2015DEC,0
20200117,2020-01-17,17,th,6,Friday,FRI,F,17,17,3,3,1,January,JAN,J,1,First,2020,12020,2020JAN,0
20221122,2022-11-22,22,nd,3,Tuesday,TUE,T,22,326,4,48,11,November,NOV,N,4,fourth,2022,112022,2022NOV,0
20171216,2017-12-16,16,th,7,Saturday,SAT,S,16,350,3,50,12,December,DEC,D,4,fourth,2017,122017,2017DEC,1
20210822,2021-08-22,22,nd,1,Sunday,SUN,S,22,234,4,35,8,August,AUG,A,3,third,2021,82021,2021AUG,1
20200109,2020-01-09,9,th,5,Thursday,THU,T,9,9,2,2,1,January,JAN,J,1,First,2020,12020,2020JAN,0
20161006,2016-10-06,6,th,5,Thursday,THU,T,6,280,2,41,10,October,OCT,O,4,fourth,2016,102016,2016OCT,0
20000220,2000-02-20,20,th,1,Sunday,SUN,S,20,51,4,9,2,February,FEB,F,1,First,2000,22000,2000FEB,1
20240129,2024-01-29,29,th,2,Monday,MON,M,29,29,5,5,1,January,JAN,J,1,First,2024,12024,2024JAN,0
20230814,2023-08-14,14,th,2,Monday,MON,M,14,226,3,33,8,August,AUG,A,3,third,2023,82023,2023AUG,0
20220312,2022-03-12,12,th,7,Saturday,SAT,S,12,71,2,11,3,March,MAR,M,1,First,2022,32022,2022MAR,1
20230826,2023-08-26,26,th,7,Saturday,SAT,S,26,238,4,34,8,August,AUG,A,3,third,2023,82023,2023AUG,1
20231125,2023-11-25,25,th,7,Saturday,SAT,S,25,329,4,47,11,November,NOV,N,4,fourth,2023,112023,2023NOV,1
20231207,2023-12-07,7,th,5,Thursday,THU,T,7,341,2,49,12,December,DEC,D,4,fourth,2023,122023,2023DEC,0
20050613,2005-06-13,13,th,2,Monday,MON,M,13,164,3,25,6,June,JUN,J,2,second,2005,62005,2005JUN,0
20041022,2004-10-22,22,nd,6,Friday,FRI,F,22,296,4,43,10,October,OCT,O,4,fourth,2004,102004,2004OCT,0
20070920,2007-09-20,20,th,5,Thursday,THU,T,20,263,4,38,9,September,SEP,S,3,third,2007,92007,2007SEP,0
20040322,2004-03-22,22,nd,2,Monday,MON,M,22,82,4,13,3,March,MAR,M,1,First,2004,32004,2004MAR,0
20101005,2010-10-05,5,th,3,Tuesday,TUE,T,5,278,2,41,10,October,OCT,O,4,fourth,2010,102010,2010OCT,0
20061122,2006-11-22,22,nd,4,Wednesday,WED,W,22,326,4,47,11,November,NOV,N,4,fourth,2006,112006,2006NOV,0
20090710,2009-07-10,10,th,6,Friday,FRI,F,10,191,2,28,7,July,JUL,J,3,third,2009,72009,2009JUL,0
20131029,2013-10-29,29,th,3,Tuesday,TUE,T,29,302,5,44,10,October,OCT,O,4,fourth,2013,102013,2013OCT,0
20170322,2017-03-22,22,nd,4,Wednesday,WED,W,22,81,4,12,3,March,MAR,M,1,First,2017,32017,2017MAR,0
20210226,2021-02-26,26,th,6,Friday,FRI,F,26,57,4,9,2,February,FEB,F,1,First,2021,22021,2021FEB,0
20230513,2023-05-13,13,th,7,Saturday,SAT,S,13,133,2,19,5,May,MAY,M,2,second,2023,52023,2023MAY,1
20220320,2022-03-20,20,th,1,Sunday,SUN,S,20,79,4,13,3,March,MAR,M,1,First,2022,32022,2022MAR,1
20210509,2021-05-09,9,th,1,Sunday,SUN,S,9,129,3,20,5,May,MAY,M,2,second,2021,52021,2021MAY,1
20240115,2024-01-15,15,th,2,Monday,MON,M,15,15,3,3,1,January,JAN,J,1,First,2024,12024,2024JAN,0
20000718,2000-07-18,18,th,3,Tuesday,TUE,T,18,200,4,30,7,July,JUL,J,3,third,2000,72000,2000JUL,0
20000505,2000-05-05,5,th,6,Friday,FRI,F,5,126,1,19,5,May,MAY,M,2,second,2000,52000,2000MAY,0
20010306,2001-03-06,6,th,3,Tuesday,TUE,T,6,65,2,10,3,March,MAR,M,1,First,2001,32001,2001MAR,0
20020219,2002-02-19,19,th,3,Tuesday,TUE,T,19,50,4,8,2,February,FEB,F,1,First,2002,22002,2002FEB,0
20020701,2002-07-01,1,st,2,Monday,MON,M,1,182,1,27,7,July,JUL,J,3,third,2002,72002,2002JUL,0
